,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_4,topic_4,count_topic_1,topic_1,count_topic_0,topic_0,count_topic_2,topic_2,count_topic_3,topic_3
15277,Alan D,2019-08-01,PreCovid,5,5.0,"[[time, certain, 4]]",1.0,0.21428571428571427,,,,,,,,
15278,RM5000MD,2019-08-01,PreCovid,5,5.0,"[[pool, good, 2]]",,,,,,,1.0,0.7,,
15279,vrlucas,2019-07-01,PreCovid,5,5.0,"[[stay, great, 0], [night, singapor, 0]]",,,,,2.0,0.4,,,,
15280,Roz R,2019-08-01,PreCovid,5,5.0,"[[view, spectacular, 0]]",,,,,1.0,0.6,,,,
15281,Huifen,2019-08-01,PreCovid,5,4.0,"[[stay, local, 0]]",,,,,1.0,0.0,,,,
15282,DianeB7772014,2019-07-01,PreCovid,5,5.0,"[[staff, great, 0], [stay, arrang, 0]]",,,,,2.0,0.4,,,,
15283,Tracey W,2019-08-01,PreCovid,5,5.0,"[[friendli, great, 3], [room, clean, 2]]",,,,,,,1.0,0.3666666666666667,1.0,0.8
15284,johnnoshungry,2019-06-01,PreCovid,5,4.0,"[[love, singapor, 0]]",,,,,1.0,0.5,,,,
15285,Athena L,2019-08-01,PreCovid,5,5.0,"[[room, servic, 2], [staff, spectacular, 0], [help, much, 3], [help, 'enough much', 3], [help, appreci, 3], [room, top, 2], [experi, full, 3]]",,,,,1.0,0.6,2.0,0.25,4.0,0.1625
15286,Mr. Mario C,2019-08-01,PreCovid,5,4.0,"[[hotel, top, 1], [room, select, 2], [bed, huge, 2], [tea, coffe, 3]]",,,1.0,0.5,,,2.0,0.20000000000000004,1.0,0.0
15287,Tania B,2019-07-01,PreCovid,5,5.0,"[[staff, 'home away', 0], [staff, brilliant, 0], [staff, housekeep, 0], [help, 'away staff', 3], [room, appreci, 2]]",,,,,3.0,0.3,1.0,0.0,1.0,0.0
15288,Happiness65041127355,2019-07-01,PreCovid,5,5.0,"[[stay, best, 0]]",,,,,1.0,1.0,,,,
15289,chrisbsga,2019-08-01,PreCovid,5,5.0,"[[stay, great, 0], [check, great, 4], [room, nice, 2], [room, clean, 2]]",1.0,0.8,,,1.0,0.8,2.0,0.48333333333333334,,
15290,Aditya Tibrewala,2019-07-01,PreCovid,5,3.0,"[[view, good, 0]]",,,,,1.0,0.7,,,,
15291,Margaret S,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15292,dorla,2019-07-01,PreCovid,5,5.0,"[[club, good, 0], [staff, singl, 0]]",,,,,2.0,0.35,,,,
15293,alansmithc,2019-07-01,PreCovid,5,5.0,"[[staff, extra, 0]]",,,,,1.0,0.0,,,,
15294,Justin J,2019-08-01,PreCovid,5,5.0,"[[servic, incred, 3], [citi, incred, 1]]",,,1.0,0.0,,,,,1.0,0.0
15295,Peter Townsend,2019-07-01,PreCovid,5,5.0,"[[team, big, 3], [team, second, 3], [team, great, 3]]",,,,,,,,,3.0,0.26666666666666666
15296,retePPeter,2019-08-01,PreCovid,5,4.0,"[[hotel, great, 1]]",,,1.0,0.8,,,,,,
15297,kellie8,2019-07-01,PreCovid,5,4.0,"[[room, hectic, 2], [room, european, 2], [breakfast, great, 1], [food, select, 3]]",,,1.0,0.8,,,2.0,0.0,1.0,0.0
15298,marypoppins868,2019-08-01,PreCovid,5,5.0,"[[room, clean, 2], [view, differ, 0], [view, great, 0], [hotel, best, 1], [hotel, 'possibl best', 1]]",,,2.0,1.0,2.0,0.4,1.0,0.3666666666666667,,
15299,Chris E,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15300,ZLKing,2019-08-01,PreCovid,5,5.0,"[[view, clear, 0]]",,,,,1.0,0.10000000000000002,,,,
15301,TexSteve,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15302,Guy M,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15303,Bourns,2019-07-01,PreCovid,5,5.0,"[[club, countri, 0]]",,,,,1.0,0.0,,,,
15304,Tan Sunetta,2019-07-01,PreCovid,5,5.0,"[[time, next, 4]]",1.0,0.0,,,,,,,,
15305,chungsari,2019-07-01,PreCovid,5,3.0,"[[pool, decent, 2]]",,,,,,,1.0,0.16666666666666666,,
15306,MsFluffyB,2019-07-01,PreCovid,5,4.0,"[[food, asian, 3], [staff, someth, 0]]",,,,,1.0,0.0,,,1.0,0.0
15307,Trudway,2019-07-01,PreCovid,5,3.0,"[[room, unclean, 2]]",,,,,,,1.0,0.0,,
15308,M4679WProbertj,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15309,Kate_sg1983,2019-06-01,PreCovid,5,2.0,"[[check, 'almost offici', 4], [time, 'later check', 4], [room, clean, 2], [time, open, 4], [room, exact, 2], [room, next, 2], [check, fine, 4], [hotel, 'anyway hotel', 1], [hotel, good, 1], [room, better, 2], [room, 'much better', 2], [room, servic, 2], [hotel, 'first stay', 1], [stay, previous, 0], [time, first, 4]]",5.0,0.13333333333333336,3.0,0.31666666666666665,1.0,-0.16666666666666666,6.0,0.26944444444444443,,
15310,Lesley F,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15311,Rebecca T,2019-07-01,PreCovid,5,5.0,"[[staff, invit, 0]]",,,,,1.0,0.0,,,,
15312,Aabhas B,2019-07-01,PreCovid,5,4.0,"[[help, great, 3]]",,,,,,,,,1.0,0.8
15313,A.L,2018-09-01,PreCovid,5,5.0,"[[birthday, celebr, 3], [night, high, 0]]",,,,,1.0,0.16,,,1.0,0.0
15314,Philipp B,2019-06-01,PreCovid,5,5.0,"[[stay, great, 0], [stay, great, 0], [room, singapor, 2]]",,,,,2.0,0.8,1.0,0.0,,
15315,chadberts3,2019-07-01,PreCovid,5,5.0,"[[hotel, great, 1]]",,,1.0,0.8,,,,,,
15316,Fabíola C,2019-07-01,PreCovid,5,5.0,"[[stay, great, 0], [stay, long, 0]]",,,,,2.0,0.375,,,,
15317,BobSt23,2019-07-01,PreCovid,5,4.0,"[[floor, low, 2]]",,,,,,,1.0,0.0,,
15318,TrailBlazer289606,2019-07-01,PreCovid,5,2.0,[],,,,,,,,,,
15319,Cal_TheHotelLover,2019-07-01,PreCovid,5,5.0,"[[check, impecc, 4], [room, servic, 2], [room, nice, 2], [room, great, 2], [room, singapor, 2], [room, larger, 2], [hotel, luxuri, 1], [hotel, meant, 1], [mall, direct, 1], [mall, 'also direct', 1]]",1.0,0.0,4.0,0.05,,,5.0,0.27999999999999997,,
15320,Pura.fuste@upr.edu,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15321,CP Thor,2019-07-01,PreCovid,5,3.0,"[[check, late, 4]]",1.0,-0.3,,,,,,,,
15322,arviedevera,2019-07-01,PreCovid,5,4.0,"[[stay, good, 0], [room, clean, 2], [food, great, 3], [food, servic, 3], [enjoy, great, 3], [love, whole, 0], [room, big, 2], [view, great, 0], [view, fresh, 0]]",,,,,4.0,0.5375,2.0,0.18333333333333335,3.0,0.46666666666666673
15323,mikejones365,2019-07-01,PreCovid,5,4.0,"[[staff, good, 0]]",,,,,1.0,0.7,,,,
15324,Naveed,2019-07-01,PreCovid,5,5.0,"[[room, whole, 2], [room, experi, 2]]",,,,,,,2.0,0.1,,
15325,mike m,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15326,elizabethchiang,2019-07-01,PreCovid,5,5.0,"[[mall, close, 1]]",,,1.0,0.0,,,,,,
15327,_nge_boon,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15328,CocoE,2019-07-01,PreCovid,5,5.0,"[[room, best, 2], [room, circular, 2]]",,,,,,,2.0,0.5,,
15329,DawesFour,2019-06-01,PreCovid,5,5.0,"[[love, singapor, 0], [restaur, orchard, 1], [room, nice, 2]]",,,1.0,0.0,1.0,0.5,1.0,0.6,,
15330,Hotel Trotter,2018-10-01,PreCovid,5,5.0,"[[hotel, main, 1], [hotel, ideal, 1], [hotel, close, 1], [night, popular, 0], [night, long, 0], [breakfast, great, 1]]",,,4.0,0.4666666666666667,2.0,0.27499999999999997,,,,
15331,Kerri R,2019-07-01,PreCovid,5,5.0,"[[room, excel, 2]]",,,,,,,1.0,0.0,,
15332,Zhang P,2019-07-01,PreCovid,5,3.0,"[[club, key, 0], [club, direct, 0], [room, rejuven, 2], [room, small, 2], [room, smaller, 2]]",,,,,2.0,0.05,3.0,-0.08333333333333333,,
15333,Bhakti_11,2019-07-01,PreCovid,5,4.0,"[[bed, extra, 2]]",,,,,,,1.0,0.0,,
15334,Monica M,2019-07-01,PreCovid,5,5.0,"[[room, singapor, 2], [room, great, 2]]",,,,,,,2.0,0.4,,
15335,Annadahlstrom,2019-07-01,PreCovid,5,5.0,"[[breakfast, middl, 1]]",,,1.0,0.0,,,,,,
15336,Pam O,2019-06-01,PreCovid,5,5.0,"[[pool, great, 2]]",,,,,,,1.0,0.8,,
15337,Tim B,2019-06-01,PreCovid,5,4.0,"[[breakfast, coffe, 1]]",,,1.0,0.0,,,,,,
15338,Austin,2019-07-01,PreCovid,5,5.0,"[[help, great, 3]]",,,,,,,,,1.0,0.8
15339,VanessaPi3,2019-05-01,PreCovid,5,5.0,"[[view, great, 0], [room, great, 2]]",,,,,1.0,0.8,1.0,0.8,,
15340,julia_hiker,2019-06-01,PreCovid,5,5.0,"[[view, fantast, 0], [restaur, right, 1]]",,,1.0,0.2857142857142857,1.0,0.0,,,,
15341,romeoaquino,2019-07-01,PreCovid,5,5.0,"[[staff, good, 0], [staff, clean, 0]]",,,,,2.0,0.5333333333333333,,,,
15342,Tuppy1Brisbane,2019-07-01,PreCovid,5,5.0,"[[stay, perfect, 0], [check, smooth, 4], [stay, next, 0]]",1.0,0.4,,,2.0,0.5,,,,
15343,andreackermannlt2018,2019-07-01,PreCovid,5,5.0,"[[hotel, best, 1]]",,,1.0,1.0,,,,,,
15344,Daniela D,2019-07-01,PreCovid,5,5.0,"[[team, warm, 3], [hotel, singapor, 1]]",,,1.0,0.0,,,,,1.0,0.6
15345,Rachel M,2019-07-01,PreCovid,5,5.0,"[[hotel, great, 1], [room, 'right besid', 2], [day, first, 4], [hotel, select, 1], [time, next, 4]]",2.0,0.125,2.0,0.4,,,1.0,0.2857142857142857,,
15346,My world travel,2019-07-01,PreCovid,5,5.0,"[[stay, perfect, 0], [room, high, 2], [view, qualiti, 0], [visit, first, 0], [staff, excel, 0], [staff, servic, 0]]",,,,,5.0,0.25,1.0,0.16,,
15347,Mahalakshmi T,2019-07-01,PreCovid,5,5.0,"[[night, good, 0]]",,,,,1.0,0.7,,,,
15348,FairG02125,2019-07-01,PreCovid,5,5.0,"[[check, late, 4]]",1.0,-0.3,,,,,,,,
15349,Denis Mark,2019-07-01,PreCovid,5,5.0,"[[room, celebr, 2]]",,,,,,,1.0,0.0,,
15350,matthewscottf,2019-07-01,PreCovid,5,5.0,"[[day, long, 4]]",1.0,-0.05,,,,,,,,
15351,Miss Ardia A,2019-07-01,PreCovid,5,5.0,"[[time, last, 4], [love, great, 0]]",1.0,0.0,,,1.0,0.65,,,,
15352,vinkarjor,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15353,Memuma,2019-07-01,PreCovid,5,4.0,"[[day, hot, 4], [help, pleasant, 3], [bed, big, 2], [pool, great, 2], [pool, easi, 2], [pool, clean, 2], [pool, great, 2]]",1.0,0.25,,,,,5.0,0.39333333333333337,1.0,0.7333333333333333
15354,Rosie K,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15355,Napier6,2019-07-01,PreCovid,5,5.0,"[[stay, singapor, 0], [breakfast, janic, 1]]",,,1.0,0.0,1.0,0.0,,,,
15356,Keith,2019-07-01,PreCovid,5,5.0,"[[time, second, 4], [room, better, 2], [time, nice, 4], [club, nice, 0], [view, previous, 0], [food, great, 3], [food, servic, 3]]",2.0,0.3,,,2.0,0.21666666666666667,1.0,0.5,2.0,0.4
15357,marieP8247ZN,2018-08-01,PreCovid,5,5.0,"[[room, perfect, 2], [room, perfect, 2], [room, singapor, 2], [staff, best, 0]]",,,,,1.0,1.0,3.0,0.6666666666666666,,
15358,MWych2204,2019-06-01,PreCovid,5,5.0,"[[club, servic, 0]]",,,,,1.0,0.0,,,,
15359,TinaS,2019-07-01,PreCovid,5,5.0,[],,,,,,,,,,
15360,Eran L,2019-06-01,PreCovid,5,5.0,"[[view, nice, 0]]",,,,,1.0,0.6,,,,
15361,Culture17289735627,2019-06-01,PreCovid,5,3.0,[],,,,,,,,,,
15362,MESI,2019-07-01,PreCovid,5,5.0,"[[time, first, 4]]",1.0,0.25,,,,,,,,
15363,Peggy C,2019-07-01,PreCovid,5,5.0,"[[staff, servic, 0], [time, nice, 4]]",1.0,0.6,,,1.0,0.0,,,,
15364,Leanne P,2019-07-01,PreCovid,5,5.0,"[[mall, major, 1]]",,,1.0,0.0625,,,,,,
15365,Mok V,2019-06-01,PreCovid,5,3.0,"[[staff, nice, 0]]",,,,,1.0,0.6,,,,
15366,Wernons,2019-02-01,PreCovid,5,5.0,"[[bed, long, 2], [mall, escal, 1], [hotel, everi, 1]]",,,2.0,0.0,,,1.0,-0.05,,
15367,Tang,2019-06-01,PreCovid,5,1.0,[],,,,,,,,,,
15368,Matt L,2019-06-01,PreCovid,5,5.0,"[[stay, great, 0]]",,,,,1.0,0.8,,,,
15369,Colin R,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15370,adam B,2019-06-01,PreCovid,5,5.0,"[[stay, great, 0], [walk, underground, 1], [walk, 'nearest underground', 1], [friendli, 'even staff', 3]]",,,2.0,0.0,1.0,0.8,,,1.0,0.0
15371,FarAway15114227389,2019-06-01,PreCovid,5,5.0,"[[day, everi, 4]]",1.0,0.0,,,,,,,,
15372,sylviac1972,2019-06-01,PreCovid,5,5.0,"[[hotel, best, 1], [room, alway, 2]]",,,1.0,1.0,,,1.0,0.0,,
15373,William G,2019-06-01,PreCovid,5,5.0,"[[view, singapor, 0], [view, eyepop, 0], [view, open, 0], [floor, top, 2], [price, great, 2]]",,,,,3.0,0.0,2.0,0.65,,
15374,Andrea T,2019-06-01,PreCovid,5,5.0,"[[restaur, choic, 1], [restaur, 'alway choic', 1], [restaur, singapor, 1]]",,,3.0,0.0,,,,,,
15375,Fuku.S,2019-06-01,PreCovid,5,5.0,"[[time, next, 4]]",1.0,0.0,,,,,,,,
15376,Stay65223971164,2019-06-01,PreCovid,5,1.0,"[[check, long, 4]]",1.0,-0.05,,,,,,,,
15377,Viviantee,2019-06-01,PreCovid,5,5.0,"[[servic, good, 3], [servic, good, 3]]",,,,,,,,,2.0,0.7
15378,Explore14199754734,2019-06-01,PreCovid,5,5.0,"[[room, clean, 2], [staff, helpful, 0], [room, clean, 2], [staff, best, 0], [staff, helpful, 0], [breakfast, biggest, 1], [breakfast, varieti, 1]]",,,2.0,0.0,3.0,0.3333333333333333,2.0,0.3666666666666667,,
15379,flufferamus,2019-06-01,PreCovid,5,3.0,"[[staff, free, 0]]",,,,,1.0,0.4,,,,
15380,mehar2019,2019-06-01,PreCovid,5,5.0,"[[room, clean, 2]]",,,,,,,1.0,0.3666666666666667,,
15381,garren j,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15382,AnnabelleLam,2019-06-01,PreCovid,5,5.0,"[[shop, common, 1]]",,,1.0,-0.3,,,,,,
15383,Tijos103,2019-06-01,PreCovid,5,5.0,"[[room, luggag, 2]]",,,,,,,1.0,0.0,,
15384,Vanessa,2019-06-01,PreCovid,5,5.0,"[[room, clean, 2]]",,,,,,,1.0,0.3666666666666667,,
15385,Thomas H,2019-06-01,PreCovid,5,5.0,"[[hotel, top, 1], [floor, quick, 2]]",,,1.0,0.5,,,1.0,0.3333333333333333,,
15386,Swordphish,2019-06-01,PreCovid,5,5.0,"[[hotel, overal, 1]]",,,1.0,0.0,,,,,,
15387,BJR1965,2019-06-01,PreCovid,5,5.0,"[[room, friendlier, 2], [room, servic, 2], [time, next, 4]]",1.0,0.0,,,,,2.0,0.0,,
15388,rachel920421,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15389,Jasonhue,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15390,James S,2019-06-01,PreCovid,5,5.0,"[[experi, visual, 3]]",,,,,,,,,1.0,0.0
15391,David R,2019-06-01,PreCovid,5,5.0,"[[stay, great, 0], [mall, suntec, 1], [view, great, 0]]",,,1.0,0.0,2.0,0.8,,,,
15392,Charlotte,2019-04-01,PreCovid,5,5.0,[],,,,,,,,,,
15393,Vicki H,2019-06-01,PreCovid,5,4.0,"[[hotel, singapor, 1], [hotel, good, 1]]",,,2.0,0.35,,,,,,
15394,Threejellies,2019-06-01,PreCovid,5,4.0,"[[shop, close, 1], [shop, great, 1]]",,,2.0,0.4,,,,,,
15395,Charlie G,2019-06-01,PreCovid,5,3.0,"[[room, nice, 2], [check, slow, 4], [check, slow, 4]]",2.0,-0.30000000000000004,,,,,1.0,0.6,,
15396,Grammar Queen,2019-05-01,PreCovid,5,4.0,"[[hotel, singapor, 1], [shop, close, 1], [shop, great, 1], [check, smooth, 4], [book, direct, 4], [view, great, 0], [pool, fresh, 2]]",2.0,0.25,3.0,0.26666666666666666,1.0,0.8,1.0,0.3,,
15397,Jad G,2019-06-01,PreCovid,5,2.0,"[[room, live, 2], [room, basic, 2], [servic, good, 3], [day, next, 4], [room, live, 2], [time, second, 4], [day, next, 4]]",3.0,0.0,,,,,3.0,0.0909090909090909,1.0,0.7
15398,sean m,2019-06-01,PreCovid,5,5.0,"[[hotel, choic, 1], [hotel, great, 1]]",,,2.0,0.4,,,,,,
15399,Alfonso Tandazo,2019-05-01,PreCovid,5,5.0,"[[hotel, great, 1], [time, great, 4], [hotel, best, 1], [stay, last, 0], [staff, great, 0], [restaur, asian, 1]]",1.0,0.8,3.0,0.6,2.0,0.4,,,,
15400,Maps282521,2019-06-01,PreCovid,5,5.0,"[[hotel, great, 1], [hotel, altern, 1], [night, nice, 0], [night, first, 0], [day, next, 4]]",1.0,0.0,2.0,0.4,2.0,0.425,,,,
15401,Frank Allardyce R,2019-06-01,PreCovid,5,5.0,"[[staff, nice, 0]]",,,,,1.0,0.6,,,,
15402,Robert H,2019-06-01,PreCovid,5,5.0,"[[hotel, great, 1], [room, clean, 2]]",,,1.0,0.8,,,1.0,0.3666666666666667,,
15403,Emil,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15404,GreenBat520,2019-06-01,PreCovid,5,4.0,"[[birthday, celebr, 3], [room, special, 2], [room, direct, 2]]",,,,,,,2.0,0.2285714285714286,1.0,0.0
15405,I6688MUroberth,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15406,Jad G,2019-06-01,PreCovid,5,2.0,"[[time, last, 4], [manag, poor, 4], [room, live, 2], [room, basic, 2], [servic, good, 3], [day, next, 4], [room, live, 2], [time, second, 4]]",4.0,-0.1,,,,,3.0,0.0909090909090909,1.0,0.7
15407,Dawn F,2019-06-01,PreCovid,5,5.0,"[[hotel, singapor, 1]]",,,1.0,0.0,,,,,,
15408,LancsTravelMan,2019-05-01,PreCovid,5,5.0,"[[room, great, 2], [room, improv, 2], [room, standard, 2]]",,,,,,,3.0,0.26666666666666666,,
15409,ntlberry,2019-06-01,PreCovid,5,5.0,"[[club, great, 0], [team, whole, 3]]",,,,,1.0,0.8,,,1.0,0.2
15410,Sarah,2019-06-01,PreCovid,5,5.0,"[[team, special, 3]]",,,,,,,,,1.0,0.35714285714285715
15411,Evy M,2019-06-01,PreCovid,5,5.0,"[[time, servic, 4], [birthday, rememb, 3]]",1.0,0.0,,,,,,,1.0,0.0
15412,juicylicious,2019-06-01,PreCovid,5,5.0,"[[birthday, belat, 3], [cake, top, 3]]",,,,,,,,,2.0,0.25
15413,philip452,2019-06-01,PreCovid,5,5.0,"[[stay, great, 0], [time, first, 4]]",1.0,0.25,,,1.0,0.8,,,,
15414,Dawar H,2019-04-01,PreCovid,5,5.0,"[[hotel, super, 1], [hotel, great, 1]]",,,2.0,0.5666666666666667,,,,,,
15415,ruthcoveney,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15416,Gilly B,2019-05-01,PreCovid,5,5.0,"[[room, modern, 2], [floor, top, 2]]",,,,,,,2.0,0.35,,
15417,Simple Guy,2019-05-01,PreCovid,5,5.0,"[[visit, second, 0]]",,,,,1.0,0.0,,,,
15418,Satiawanlukas,2019-06-01,PreCovid,5,5.0,"[[breakfast, nice, 1]]",,,1.0,0.6,,,,,,
15419,hyacinth777,2019-05-01,PreCovid,5,5.0,"[[visit, second, 0], [time, 'still ore', 4], [time, first, 4], [floor, high, 2]]",2.0,0.125,,,1.0,0.0,1.0,0.16,,
15420,Su Ling Serene T,2019-06-01,PreCovid,5,5.0,"[[time, singapor, 4], [time, first, 4], [check, singapor, 4]]",3.0,0.08333333333333333,,,,,,,,
15421,merakimoyo,2019-01-01,PreCovid,5,4.0,[],,,,,,,,,,
15422,SueScotter1,2019-05-01,PreCovid,5,5.0,"[[hotel, great, 1], [room, singapor, 2], [day, last, 4]]",1.0,0.0,1.0,0.8,,,1.0,0.0,,
15423,Excursion52211618507,2019-06-01,PreCovid,5,4.0,"[[mall, next, 1], [mall, 'right next', 1], [hotel, great, 1]]",,,3.0,0.3142857142857143,,,,,,
15424,Hburn10,2019-06-01,PreCovid,5,4.0,"[[club, nice, 0]]",,,,,1.0,0.6,,,,
15425,KitKat336,2019-06-01,PreCovid,5,4.0,"[[view, great, 0], [view, direct, 0], [room, nice, 2], [room, wise, 2], [room, neg, 2], [stay, overal, 0], [stay, pleasant, 0]]",,,,,4.0,0.4083333333333333,3.0,0.4333333333333333,,
15426,Paul,2019-06-01,PreCovid,5,5.0,"[[visit, major, 0]]",,,,,1.0,0.0625,,,,
15427,Qairul,2019-06-01,PreCovid,5,5.0,"[[room, singapor, 2]]",,,,,,,1.0,0.0,,
15428,AussieNicky,2019-05-01,PreCovid,5,5.0,"[[pool, servic, 2], [pool, good, 2]]",,,,,,,2.0,0.35,,
15429,Brenda E,2019-05-01,PreCovid,5,5.0,"[[time, first, 4]]",1.0,0.25,,,,,,,,
15430,Chung L,2019-06-01,PreCovid,5,3.0,"[[room, twin, 2], [night, first, 0], [room, morn, 2], [hotel, better, 1], [hotel, 'palat better', 1]]",,,2.0,0.5,1.0,0.25,2.0,0.0,,
15431,HugoColle,2019-05-01,PreCovid,5,5.0,"[[restaur, great, 1]]",,,1.0,0.8,,,,,,
15432,Steve_SI6568RE,2019-06-01,PreCovid,5,5.0,"[[stay, great, 0], [staff, underground, 0]]",,,,,2.0,0.4,,,,
15433,Marcus S,2019-05-01,PreCovid,5,5.0,"[[check, fast, 4], [time, much, 4], [view, great, 0]]",2.0,0.2,,,1.0,0.8,,,,
15434,Daydream68180014147,2019-06-01,PreCovid,5,5.0,"[[staff, worth, 0], [staff, 'well worth', 0]]",,,,,2.0,0.3,,,,
15435,WanderlustStars,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15436,Constantine,2019-05-01,PreCovid,5,5.0,"[[time, best, 4], [time, countri, 4], [time, 'cleanest countri', 4], [team, much, 3], [team, 'well done', 3], [staff, smart, 0], [staff, 'damn smart', 0]]",3.0,0.3333333333333333,,,2.0,0.21428571428571427,,,2.0,0.1
15437,Bob B,2019-03-01,PreCovid,5,5.0,[],,,,,,,,,,
15438,Trail58237527984,2019-05-01,PreCovid,5,4.0,"[[hotel, great, 1]]",,,1.0,0.8,,,,,,
15439,alanal0,2019-05-01,PreCovid,5,4.0,[],,,,,,,,,,
15440,Woonkop,2019-05-01,PreCovid,5,4.0,"[[room, good, 2], [view, super, 0]]",,,,,1.0,0.3333333333333333,1.0,0.7,,
15441,LynnMannTravels,2019-05-01,PreCovid,5,5.0,"[[time, second, 4], [love, singapor, 0], [time, much, 4]]",2.0,0.1,,,1.0,0.5,,,,
15442,getsynkronized,2019-05-01,PreCovid,5,5.0,"[[visit, next, 0]]",,,,,1.0,0.0,,,,
15443,Culture56472159968,2019-05-01,PreCovid,5,5.0,[],,,,,,,,,,
15444,Ines Moreira,2019-06-01,PreCovid,5,5.0,"[[room, best, 2], [room, servic, 2], [room, best, 2], [time, everi, 4], [time, singl, 4], [hotel, refresh, 1], [hotel, top, 1], [time, everi, 4]]",3.0,0.0,2.0,0.25,,,3.0,0.6666666666666666,,
15445,Charles_Phua,2019-06-01,PreCovid,5,5.0,"[[check, smooth, 4], [room, good, 2]]",1.0,0.4,,,,,1.0,0.7,,
15446,Neville S,2019-06-01,PreCovid,5,5.0,[],,,,,,,,,,
15447,TravelLadyBeetle,2019-04-01,PreCovid,5,3.0,"[[room, old, 2], [food, western, 3], [food, western, 3]]",,,,,,,1.0,0.1,2.0,0.0
15448,Ubits,2019-05-01,PreCovid,5,5.0,"[[stay, singapor, 0], [room, great, 2], [room, free, 2], [bathroom, big, 2], [bathroom, great, 2]]",,,,,1.0,0.0,4.0,0.5,,
15449,Pat M,2019-05-01,PreCovid,5,4.0,"[[bathroom, light, 2]]",,,,,,,1.0,0.4,,
15450,Angie_YW,2019-06-01,PreCovid,5,3.0,"[[time, servic, 4], [time, long, 4], [hotel, standard, 1], [room, normal, 2]]",2.0,-0.025,1.0,0.0,,,1.0,0.15,,
15451,Nobujase,2019-05-01,PreCovid,5,5.0,"[[realli, great, 2], [mall, big, 1]]",,,1.0,0.0,,,1.0,0.8,,
15452,Guide15342,2019-05-01,PreCovid,5,5.0,[],,,,,,,,,,
15453,79sgrif,2019-05-01,PreCovid,5,5.0,"[[view, clean, 0], [room, nice, 2], [room, chocol, 2], [pool, great, 2]]",,,,,1.0,0.3666666666666667,3.0,0.4666666666666666,,
15454,Pegasus2013,2019-06-01,PreCovid,5,1.0,[],,,,,,,,,,
15455,Ben S,2019-06-01,PreCovid,5,5.0,"[[walk, 'right centr', 1], [breakfast, great, 1]]",,,2.0,0.5428571428571429,,,,,,
15456,Lisa L,2019-05-01,PreCovid,5,4.0,[],,,,,,,,,,
15457,JayCannon,2019-05-01,PreCovid,5,5.0,"[[hotel, great, 1], [hotel, singapor, 1]]",,,2.0,0.4,,,,,,
15458,Dave M,2019-05-01,PreCovid,5,5.0,"[[stay, short, 0], [room, super, 2], [food, qualiti, 3]]",,,,,1.0,0.0,1.0,0.3333333333333333,1.0,0.0
15459,Ken,2019-05-01,PreCovid,5,5.0,"[[walk, 'still enjoy', 1]]",,,1.0,0.4,,,,,,
15460,Nightscrawler_L,2019-05-01,PreCovid,5,4.0,[],,,,,,,,,,
15461,Suzanne M,2019-05-01,PreCovid,5,5.0,"[[view, choic, 0], [view, great, 0], [friendli, good, 3], [view, great, 0], [friendli, 'even realli', 3]]",,,,,3.0,0.5333333333333333,,,2.0,0.35
15462,Travellynnie,2019-05-01,PreCovid,5,5.0,"[[time, second, 4], [shop, close, 1], [view, great, 0]]",1.0,0.0,1.0,0.0,1.0,0.8,,,,
15463,mrsT2b_9,2018-09-01,PreCovid,5,5.0,[],,,,,,,,,,
15464,Dannyh2290,2018-10-01,PreCovid,5,5.0,[],,,,,,,,,,
15465,BobrPoole,2019-05-01,PreCovid,5,5.0,[],,,,,,,,,,
15466,TJim60,2019-05-01,PreCovid,5,4.0,"[[room, modern, 2], [room, nice, 2], [room, furnish, 2], [view, great, 0]]",,,,,1.0,0.8,3.0,0.26666666666666666,,
15467,Jean H,2019-05-01,PreCovid,5,4.0,"[[visit, singapor, 0]]",,,,,1.0,0.0,,,,
15468,Wolves222,2019-05-01,PreCovid,5,4.0,"[[stay, singapor, 0], [floor, great, 2], [floor, choic, 2]]",,,,,1.0,0.0,2.0,0.4,,
15469,Jennifer C,2019-05-01,PreCovid,5,5.0,"[[stay, great, 0], [hotel, famili, 1], [room, big, 2]]",,,1.0,0.0,1.0,0.8,1.0,0.0,,
